Status Rekening,Durasi dalam bulan,Riwayat Kredit,Tujuan Kredit,Jumlah Kredit (DM),Tabungan/Bonds,Pekerjaan Saat Ini,Tingkat Angsuran (%),Status Pribadi dan Jenis Kelamin,Debitur / Penjamin,Tinggal di Tempat Saat Ini,Properti,Usia (tahun),Rencana Angsuran Lain,Tempat Tinggal,Jumlah Kredit di Bank Ini,Pekerjaan,Jumlah Tanggungan,Nomor Telepon,Pekerja Migran,Kelayakan Kredit
< 0 DM,30,Kredit berjalan lancar,Furniture,2406,< 100 DM,4-7 thn,4,Wanita menikah/cerai,Tidak ada,4,Properti,23,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
0-199 DM,18,Kredit berjalan lancar,Pendidikan,1239,Tidak ada / tidak tahu,1-4 thn,4,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,61,Tidak ada,Gratis,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
>= 200 DM / gaji tetap,12,Kredit berjalan lancar,TV / Radio,3399,Tidak ada / tidak tahu,>= 7 thn,2,Pria lajang,Tidak ada,3,Mobil / lainnya,37,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Tidak ada,Ya,Baik
>= 200 DM / gaji tetap,12,Pernah telat bayar,Mobil baru,2247,< 100 DM,1-4 thn,2,Wanita menikah/cerai,Tidak ada,2,Mobil / lainnya,36,Toko,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,6,Kredit berjalan lancar,Furniture,1766,< 100 DM,1-4 thn,1,Pria menikah/duda,Tidak ada,2,Tabungan/Asuransi,21,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
< 0 DM,18,Kredit berjalan lancar,Furniture,2473,< 100 DM,Menganggur,4,Pria lajang,Tidak ada,1,Mobil / lainnya,25,Tidak ada,Milik sendiri,1,Pengangguran / tidak terampil (non-residen),1,Tidak ada,Ya,Buruk
Tidak ada rekening,12,Kredit berjalan lancar,Bisnis,1542,< 100 DM,4-7 thn,2,Pria lajang,Tidak ada,4,Mobil / lainnya,36,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,18,Masalah / kredit di luar bank,Mobil bekas,3850,< 100 DM,4-7 thn,3,Pria lajang,Tidak ada,1,Mobil / lainnya,27,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
< 0 DM,18,Kredit berjalan lancar,Furniture,3650,< 100 DM,< 1 thn,1,Wanita menikah/cerai,Tidak ada,4,Mobil / lainnya,22,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
< 0 DM,36,Kredit berjalan lancar,Furniture,3446,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,2,Mobil / lainnya,42,Tidak ada,Milik sendiri,1,Terampil / pegawai,2,Tidak ada,Ya,Buruk
0-199 DM,18,Kredit berjalan lancar,Furniture,3001,< 100 DM,4-7 thn,2,Wanita menikah/cerai,Tidak ada,4,Properti,40,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,36,Kredit berjalan lancar,Mobil baru,3079,Tidak ada / tidak tahu,1-4 thn,4,Pria lajang,Tidak ada,4,Properti,36,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,18,Masalah / kredit di luar bank,TV / Radio,6070,< 100 DM,>= 7 thn,3,Pria lajang,Tidak ada,4,Mobil / lainnya,33,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,10,Masalah / kredit di luar bank,Furniture,2146,< 100 DM,< 1 thn,1,Wanita menikah/cerai,Tidak ada,3,Properti,23,Tidak ada,Sewa,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,60,Masalah / kredit di luar bank,Mobil baru,13756,Tidak ada / tidak tahu,>= 7 thn,2,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,63,Bank,Gratis,1,Manajer / profesional,1,Ada,Ya,Baik
0-199 DM,60,Kredit di bank ini lancar,Lainnya,14782,100-499 DM,>= 7 thn,3,Wanita menikah/cerai,Tidak ada,4,Tidak ada / tidak tahu,60,Bank,Gratis,2,Manajer / profesional,1,Ada,Ya,Buruk
< 0 DM,48,Kredit di bank ini lancar,Bisnis,7685,< 100 DM,4-7 thn,2,Wanita menikah/cerai,Penjamin,4,Mobil / lainnya,37,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
Tidak ada rekening,18,Pernah telat bayar,TV / Radio,2320,< 100 DM,Menganggur,2,Pria menikah/duda,Tidak ada,3,Properti,34,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,7,Pernah telat bayar,TV / Radio,846,Tidak ada / tidak tahu,>= 7 thn,3,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,36,Tidak ada,Gratis,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,36,Kredit berjalan lancar,Mobil baru,14318,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,2,Tidak ada / tidak tahu,57,Tidak ada,Gratis,1,Manajer / profesional,1,Ada,Ya,Buruk
Tidak ada rekening,6,Masalah / kredit di luar bank,Mobil baru,362,100-499 DM,1-4 thn,4,Wanita menikah/cerai,Tidak ada,4,Mobil / lainnya,52,Tidak ada,Milik sendiri,2,Tidak terampil (residen),1,Tidak ada,Ya,Baik
< 0 DM,20,Kredit berjalan lancar,Furniture,2212,Tidak ada / tidak tahu,4-7 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,39,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
0-199 DM,18,Kredit berjalan lancar,Mobil bekas,12976,< 100 DM,Menganggur,3,Wanita menikah/cerai,Tidak ada,4,Tidak ada / tidak tahu,38,Tidak ada,Gratis,1,Manajer / profesional,1,Ada,Ya,Buruk
Tidak ada rekening,22,Kredit berjalan lancar,Mobil baru,1283,Tidak ada / tidak tahu,4-7 thn,4,Wanita menikah/cerai,Tidak ada,4,Tabungan/Asuransi,25,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
>= 200 DM / gaji tetap,12,Kredit berjalan lancar,Mobil baru,1330,< 100 DM,< 1 thn,4,Pria lajang,Tidak ada,1,Properti,26,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,30,Pernah telat bayar,Bisnis,4272,100-499 DM,1-4 thn,2,Pria lajang,Tidak ada,2,Tabungan/Asuransi,26,Tidak ada,Milik sendiri,2,Tidak terampil (residen),1,Tidak ada,Ya,Baik
Tidak ada rekening,18,Masalah / kredit di luar bank,TV / Radio,2238,< 100 DM,1-4 thn,2,Wanita menikah/cerai,Tidak ada,1,Mobil / lainnya,25,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,18,Kredit berjalan lancar,TV / Radio,1126,Tidak ada / tidak tahu,< 1 thn,4,Wanita menikah/cerai,Tidak ada,2,Properti,21,Tidak ada,Sewa,1,Terampil / pegawai,1,Ada,Ya,Baik
0-199 DM,18,Masalah / kredit di luar bank,Furniture,7374,< 100 DM,Menganggur,4,Pria lajang,Tidak ada,4,Tabungan/Asuransi,40,Toko,Milik sendiri,2,Manajer / profesional,1,Ada,Ya,Baik
0-199 DM,15,Masalah / kredit di luar bank,Bisnis,2326,500-999 DM,1-4 thn,2,Pria lajang,Tidak ada,4,Mobil / lainnya,27,Bank,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,9,Kredit berjalan lancar,Bisnis,1449,< 100 DM,4-7 thn,3,Wanita menikah/cerai,Tidak ada,2,Mobil / lainnya,27,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,18,Kredit berjalan lancar,Mobil baru,1820,< 100 DM,1-4 thn,2,Pria menikah/duda,Tidak ada,2,Tabungan/Asuransi,30,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Baik
0-199 DM,12,Kredit berjalan lancar,Furniture,983,>= 1000 DM,< 1 thn,1,Wanita menikah/cerai,Tidak ada,4,Properti,19,Tidak ada,Sewa,1,Tidak terampil (residen),1,Tidak ada,Ya,Baik
< 0 DM,36,Kredit berjalan lancar,Mobil baru,3249,< 100 DM,4-7 thn,2,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,39,Bank,Gratis,1,Manajer / profesional,2,Ada,Ya,Baik
< 0 DM,6,Masalah / kredit di luar bank,TV / Radio,1957,< 100 DM,4-7 thn,1,Wanita menikah/cerai,Tidak ada,4,Mobil / lainnya,31,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,9,Masalah / kredit di luar bank,Furniture,2406,< 100 DM,Menganggur,2,Pria lajang,Tidak ada,3,Mobil / lainnya,31,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Tidak ada,Ya,Baik
0-199 DM,39,Pernah telat bayar,Pendidikan,11760,100-499 DM,4-7 thn,2,Pria lajang,Tidak ada,3,Tidak ada / tidak tahu,32,Tidak ada,Sewa,1,Terampil / pegawai,1,Ada,Ya,Baik
< 0 DM,12,Kredit berjalan lancar,Furniture,2578,< 100 DM,Menganggur,3,Wanita menikah/cerai,Tidak ada,4,Tidak ada / tidak tahu,55,Tidak ada,Gratis,1,Manajer / profesional,1,Tidak ada,Ya,Baik
< 0 DM,36,Masalah / kredit di luar bank,Furniture,2348,< 100 DM,1-4 thn,3,Pria menikah/duda,Tidak ada,2,Tabungan/Asuransi,46,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
0-199 DM,12,Kredit berjalan lancar,Mobil baru,1223,< 100 DM,>= 7 thn,1,Pria cerai/pisah,Tidak ada,1,Properti,46,Tidak ada,Sewa,2,Terampil / pegawai,1,Tidak ada,Ya,Buruk
Tidak ada rekening,24,Masalah / kredit di luar bank,TV / Radio,1516,>= 1000 DM,1-4 thn,4,Wanita menikah/cerai,Tidak ada,1,Properti,43,Tidak ada,Milik sendiri,2,Tidak terampil (residen),1,Tidak ada,Ya,Baik
Tidak ada rekening,18,Kredit berjalan lancar,TV / Radio,1473,< 100 DM,< 1 thn,3,Pria menikah/duda,Tidak ada,4,Properti,39,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
0-199 DM,18,Masalah / kredit di luar bank,Bisnis,1887,Tidak ada / tidak tahu,1-4 thn,4,Pria menikah/duda,Tidak ada,4,Properti,28,Bank,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,24,Pernah telat bayar,Bisnis,8648,< 100 DM,< 1 thn,2,Pria lajang,Tidak ada,2,Mobil / lainnya,27,Bank,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Buruk
Tidak ada rekening,14,Pernah telat bayar,Mobil baru,802,< 100 DM,1-4 thn,4,Pria lajang,Tidak ada,2,Mobil / lainnya,27,Tidak ada,Milik sendiri,2,Tidak terampil (residen),1,Tidak ada,Ya,Baik
0-199 DM,18,Pernah telat bayar,Mobil baru,2899,Tidak ada / tidak tahu,>= 7 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,43,Tidak ada,Milik sendiri,1,Terampil / pegawai,2,Tidak ada,Ya,Baik
0-199 DM,24,Kredit berjalan lancar,TV / Radio,2039,< 100 DM,< 1 thn,1,Pria menikah/duda,Tidak ada,1,Tabungan/Asuransi,22,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Buruk
Tidak ada rekening,24,Masalah / kredit di luar bank,Mobil bekas,2197,Tidak ada / tidak tahu,4-7 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,43,Tidak ada,Milik sendiri,2,Terampil / pegawai,2,Ada,Ya,Baik
< 0 DM,15,Kredit berjalan lancar,TV / Radio,1053,< 100 DM,< 1 thn,4,Pria menikah/duda,Tidak ada,2,Properti,27,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Bukan,Baik
Tidak ada rekening,24,Kredit berjalan lancar,TV / Radio,3235,500-999 DM,>= 7 thn,3,Pria cerai/pisah,Tidak ada,2,Mobil / lainnya,26,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Baik
>= 200 DM / gaji tetap,12,Masalah / kredit di luar bank,Mobil baru,939,500-999 DM,4-7 thn,4,Pria menikah/duda,Tidak ada,2,Properti,28,Tidak ada,Milik sendiri,3,Terampil / pegawai,1,Ada,Ya,Buruk
0-199 DM,24,Kredit berjalan lancar,TV / Radio,1967,< 100 DM,>= 7 thn,4,Wanita menikah/cerai,Tidak ada,4,Mobil / lainnya,20,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,33,Masalah / kredit di luar bank,Mobil bekas,7253,< 100 DM,4-7 thn,3,Pria lajang,Tidak ada,2,Mobil / lainnya,35,Tidak ada,Milik sendiri,2,Manajer / profesional,1,Ada,Ya,Baik
Tidak ada rekening,12,Masalah / kredit di luar bank,Bisnis,2292,< 100 DM,Menganggur,4,Pria lajang,Tidak ada,2,Mobil / lainnya,42,Toko,Milik sendiri,2,Manajer / profesional,1,Ada,Ya,Buruk
Tidak ada rekening,10,Kredit berjalan lancar,Mobil baru,1597,500-999 DM,1-4 thn,3,Pria lajang,Tidak ada,2,Tidak ada / tidak tahu,40,Tidak ada,Sewa,1,Tidak terampil (residen),2,Tidak ada,Bukan,Baik
< 0 DM,24,Kredit berjalan lancar,Mobil baru,1381,Tidak ada / tidak tahu,1-4 thn,4,Wanita menikah/cerai,Tidak ada,2,Tabungan/Asuransi,35,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
Tidak ada rekening,36,Masalah / kredit di luar bank,Mobil bekas,5842,< 100 DM,>= 7 thn,2,Pria lajang,Tidak ada,2,Tabungan/Asuransi,35,Tidak ada,Milik sendiri,2,Terampil / pegawai,2,Ada,Ya,Baik
< 0 DM,12,Kredit berjalan lancar,Mobil baru,2579,< 100 DM,< 1 thn,4,Pria lajang,Tidak ada,1,Properti,33,Tidak ada,Milik sendiri,1,Tidak terampil (residen),2,Tidak ada,Ya,Buruk
< 0 DM,18,Pernah telat bayar,Pendidikan,8471,Tidak ada / tidak tahu,1-4 thn,1,Wanita menikah/cerai,Tidak ada,2,Mobil / lainnya,23,Tidak ada,Sewa,2,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,21,Kredit berjalan lancar,Mobil baru,2782,500-999 DM,4-7 thn,1,Wanita menikah/cerai,Tidak ada,2,Mobil / lainnya,31,Bank,Milik sendiri,1,Manajer / profesional,1,Tidak ada,Ya,Baik
0-199 DM,18,Kredit berjalan lancar,Mobil baru,1042,Tidak ada / tidak tahu,1-4 thn,4,Wanita menikah/cerai,Tidak ada,2,Tabungan/Asuransi,33,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
Tidak ada rekening,15,Kredit berjalan lancar,Mobil baru,3186,>= 1000 DM,4-7 thn,2,Wanita menikah/cerai,Tidak ada,3,Mobil / lainnya,20,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,12,Kredit berjalan lancar,Mobil bekas,2028,Tidak ada / tidak tahu,1-4 thn,4,Pria lajang,Tidak ada,2,Mobil / lainnya,30,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,12,Masalah / kredit di luar bank,Mobil baru,958,< 100 DM,4-7 thn,2,Pria lajang,Tidak ada,3,Properti,47,Tidak ada,Milik sendiri,2,Tidak terampil (residen),2,Tidak ada,Ya,Baik
Tidak ada rekening,21,Pernah telat bayar,Furniture,1591,100-499 DM,4-7 thn,4,Pria lajang,Tidak ada,3,Properti,34,Tidak ada,Milik sendiri,2,Manajer / profesional,1,Tidak ada,Ya,Baik
0-199 DM,12,Kredit berjalan lancar,Furniture,2762,Tidak ada / tidak tahu,>= 7 thn,1,Wanita menikah/cerai,Tidak ada,2,Tabungan/Asuransi,25,Bank,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Buruk
0-199 DM,18,Kredit berjalan lancar,Mobil bekas,2779,< 100 DM,1-4 thn,1,Pria menikah/duda,Tidak ada,3,Mobil / lainnya,21,Tidak ada,Sewa,1,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,28,Masalah / kredit di luar bank,TV / Radio,2743,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,2,Mobil / lainnya,29,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,18,Masalah / kredit di luar bank,TV / Radio,1149,>= 1000 DM,1-4 thn,4,Pria lajang,Tidak ada,3,Properti,46,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,9,Kredit berjalan lancar,Furniture,1313,< 100 DM,>= 7 thn,1,Pria lajang,Tidak ada,4,Mobil / lainnya,20,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
< 0 DM,18,Masalah / kredit di luar bank,Renovasi,1190,< 100 DM,Menganggur,2,Wanita menikah/cerai,Tidak ada,4,Tidak ada / tidak tahu,55,Tidak ada,Gratis,3,Pengangguran / tidak terampil (non-residen),2,Tidak ada,Ya,Buruk
Tidak ada rekening,5,Kredit berjalan lancar,Bisnis,3448,< 100 DM,4-7 thn,1,Pria lajang,Tidak ada,4,Properti,74,Tidak ada,Milik sendiri,1,Tidak terampil (residen),1,Tidak ada,Ya,Baik
0-199 DM,24,Kredit berjalan lancar,Lainnya,11328,< 100 DM,1-4 thn,2,Pria lajang,Ko-pemohon,3,Mobil / lainnya,29,Bank,Milik sendiri,2,Manajer / profesional,1,Ada,Ya,Buruk
< 0 DM,6,Masalah / kredit di luar bank,Furniture,1872,< 100 DM,Menganggur,4,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,36,Tidak ada,Gratis,3,Manajer / profesional,1,Ada,Ya,Baik
Tidak ada rekening,24,Masalah / kredit di luar bank,Renovasi,2058,< 100 DM,1-4 thn,4,Pria cerai/pisah,Tidak ada,2,Properti,33,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
< 0 DM,9,Kredit berjalan lancar,Furniture,2136,< 100 DM,1-4 thn,3,Pria lajang,Tidak ada,2,Properti,25,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,12,Kredit berjalan lancar,TV / Radio,1484,Tidak ada / tidak tahu,1-4 thn,2,Pria menikah/duda,Tidak ada,1,Properti,25,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Buruk
Tidak ada rekening,6,Kredit berjalan lancar,Renovasi,660,500-999 DM,4-7 thn,2,Pria menikah/duda,Tidak ada,4,Properti,23,Tidak ada,Sewa,1,Tidak terampil (residen),1,Tidak ada,Ya,Baik
Tidak ada rekening,24,Masalah / kredit di luar bank,Mobil baru,1287,>= 1000 DM,>= 7 thn,4,Wanita menikah/cerai,Tidak ada,4,Properti,37,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
< 0 DM,42,Masalah / kredit di luar bank,Renovasi,3394,< 100 DM,Menganggur,4,Pria lajang,Ko-pemohon,4,Mobil / lainnya,65,Tidak ada,Milik sendiri,2,Pengangguran / tidak terampil (non-residen),1,Tidak ada,Ya,Baik
>= 200 DM / gaji tetap,12,Kredit di bank ini lancar,Bisnis,609,< 100 DM,< 1 thn,4,Wanita menikah/cerai,Tidak ada,1,Properti,26,Tidak ada,Milik sendiri,1,Pengangguran / tidak terampil (non-residen),1,Tidak ada,Ya,Buruk
Tidak ada rekening,12,Kredit berjalan lancar,Mobil baru,1884,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,39,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Baik
< 0 DM,12,Kredit berjalan lancar,Furniture,1620,< 100 DM,1-4 thn,2,Wanita menikah/cerai,Ko-pemohon,3,Tabungan/Asuransi,30,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,20,Pernah telat bayar,Lainnya,2629,< 100 DM,1-4 thn,2,Pria lajang,Tidak ada,3,Mobil / lainnya,29,Bank,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,12,Kredit berjalan lancar,Pendidikan,719,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,41,Bank,Milik sendiri,1,Tidak terampil (residen),2,Tidak ada,Ya,Buruk
0-199 DM,48,Masalah / kredit di luar bank,Furniture,5096,< 100 DM,1-4 thn,2,Wanita menikah/cerai,Tidak ada,3,Mobil / lainnya,30,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Buruk
Tidak ada rekening,9,Masalah / kredit di luar bank,Pendidikan,1244,Tidak ada / tidak tahu,>= 7 thn,4,Wanita menikah/cerai,Tidak ada,4,Tabungan/Asuransi,41,Tidak ada,Sewa,2,Tidak terampil (residen),1,Tidak ada,Ya,Baik
< 0 DM,36,Kredit berjalan lancar,Mobil baru,1842,< 100 DM,< 1 thn,4,Wanita menikah/cerai,Tidak ada,4,Mobil / lainnya,34,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Buruk
0-199 DM,7,Kredit berjalan lancar,TV / Radio,2576,< 100 DM,1-4 thn,2,Pria lajang,Penjamin,2,Properti,35,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
>= 200 DM / gaji tetap,12,Kredit berjalan lancar,Furniture,1424,Tidak ada / tidak tahu,>= 7 thn,3,Wanita menikah/cerai,Tidak ada,4,Properti,55,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Baik
0-199 DM,15,Pernah telat bayar,Renovasi,1512,>= 1000 DM,1-4 thn,3,Pria menikah/duda,Tidak ada,3,Tabungan/Asuransi,61,Toko,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Buruk
Tidak ada rekening,36,Masalah / kredit di luar bank,Mobil bekas,11054,Tidak ada / tidak tahu,1-4 thn,4,Pria lajang,Tidak ada,2,Mobil / lainnya,30,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Baik
Tidak ada rekening,6,Kredit berjalan lancar,TV / Radio,518,< 100 DM,1-4 thn,3,Wanita menikah/cerai,Tidak ada,1,Properti,29,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,12,Tidak pernah kredit / selalu lancar,Furniture,2759,< 100 DM,>= 7 thn,2,Pria lajang,Tidak ada,4,Tabungan/Asuransi,34,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,24,Kredit berjalan lancar,Mobil bekas,2670,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,35,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Baik
< 0 DM,24,Kredit berjalan lancar,Mobil baru,4817,< 100 DM,4-7 thn,2,Pria lajang,Ko-pemohon,3,Tabungan/Asuransi,31,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Buruk
Tidak ada rekening,24,Kredit berjalan lancar,Mobil bekas,2679,< 100 DM,< 1 thn,4,Wanita menikah/cerai,Tidak ada,1,Tidak ada / tidak tahu,29,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Baik
< 0 DM,11,Masalah / kredit di luar bank,Mobil baru,3905,< 100 DM,1-4 thn,2,Pria lajang,Tidak ada,2,Properti,36,Tidak ada,Sewa,2,Terampil / pegawai,2,Tidak ada,Ya,Baik
< 0 DM,12,Kredit berjalan lancar,Mobil bekas,3386,< 100 DM,>= 7 thn,3,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,35,Tidak ada,Gratis,1,Terampil / pegawai,1,Ada,Ya,Buruk
< 0 DM,6,Kredit berjalan lancar,Peralatan rumah,343,< 100 DM,< 1 thn,4,Wanita menikah/cerai,Tidak ada,1,Properti,27,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,18,Kredit berjalan lancar,TV / Radio,4594,< 100 DM,< 1 thn,3,Pria lajang,Tidak ada,2,Mobil / lainnya,32,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
< 0 DM,36,Kredit berjalan lancar,Furniture,3620,< 100 DM,1-4 thn,1,Pria lajang,Penjamin,2,Tabungan/Asuransi,37,Tidak ada,Milik sendiri,1,Terampil / pegawai,2,Tidak ada,Ya,Baik
< 0 DM,15,Kredit berjalan lancar,Mobil baru,1721,< 100 DM,< 1 thn,2,Pria lajang,Tidak ada,3,Properti,36,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,12,Kredit berjalan lancar,Furniture,3017,< 100 DM,< 1 thn,3,Wanita menikah/cerai,Tidak ada,1,Properti,34,Tidak ada,Sewa,1,Manajer / profesional,1,Tidak ada,Ya,Baik
0-199 DM,12,Kredit berjalan lancar,Pelatihan ulang,754,Tidak ada / tidak tahu,>= 7 thn,4,Pria lajang,Tidak ada,4,Tabungan/Asuransi,38,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,18,Kredit berjalan lancar,Bisnis,1950,< 100 DM,4-7 thn,4,Pria lajang,Tidak ada,1,Mobil / lainnya,34,Toko,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
< 0 DM,24,Kredit berjalan lancar,Mobil bekas,2924,< 100 DM,1-4 thn,3,Pria lajang,Penjamin,4,Tidak ada / tidak tahu,63,Bank,Milik sendiri,1,Terampil / pegawai,2,Ada,Ya,Baik
< 0 DM,24,Pernah telat bayar,TV / Radio,1659,< 100 DM,< 1 thn,4,Wanita menikah/cerai,Tidak ada,2,Mobil / lainnya,29,Tidak ada,Sewa,1,Tidak terampil (residen),1,Ada,Ya,Buruk
Tidak ada rekening,48,Pernah telat bayar,TV / Radio,7238,Tidak ada / tidak tahu,>= 7 thn,3,Pria lajang,Tidak ada,3,Mobil / lainnya,32,Bank,Milik sendiri,2,Terampil / pegawai,2,Tidak ada,Ya,Baik
Tidak ada rekening,33,Pernah telat bayar,Bisnis,2764,< 100 DM,1-4 thn,2,Wanita menikah/cerai,Tidak ada,2,Mobil / lainnya,26,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,24,Pernah telat bayar,Mobil bekas,4679,< 100 DM,4-7 thn,3,Pria lajang,Tidak ada,3,Mobil / lainnya,35,Tidak ada,Milik sendiri,2,Tidak terampil (residen),1,Ada,Ya,Baik
0-199 DM,24,Kredit berjalan lancar,TV / Radio,3092,100-499 DM,< 1 thn,3,Pria menikah/duda,Tidak ada,2,Mobil / lainnya,22,Tidak ada,Sewa,1,Terampil / pegawai,1,Ada,Ya,Buruk
< 0 DM,6,Kredit berjalan lancar,Pendidikan,448,< 100 DM,< 1 thn,4,Wanita menikah/cerai,Tidak ada,4,Tabungan/Asuransi,23,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
